ID,Time,Temperature,Precipitation,WindVelocity,WindDirection
105,2019-09-20 5:00,16.5,,2.2,230
105,2019-09-20 6:00,16.6,,2.7,230
105,2019-09-20 7:00,16.6,,0.8,160
105,2019-09-20 8:00,17.4,,1.5,250
105,2019-09-20 9:00,20.3,,0.6,200
105,2019-09-20 10:00,22,,0.7,250
105,2019-09-20 11:00,22.9,,1.6,70
105,2019-09-20 12:00,23.7,,1.6,90
105,2019-09-20 13:00,22.7,,3.2,110
105,2019-09-20 14:00,22.4,,2.4,110
105,2019-09-20 15:00,22,,3,140
105,2019-09-20 16:00,21.6,,1.9,160
105,2019-09-20 17:00,21,,2.3,180
105,2019-09-20 18:00,20.6,,1.4,160
105,2019-09-20 19:00,19.3,,1.9,200
105,2019-09-20 20:00,18.5,,2.5,250
105,2019-09-20 21:00,18.2,,1.6,230
105,2019-09-20 22:00,18,,2.4,250
105,2019-09-20 23:00,17.8,,1.7,230
105,2019-09-21 0:00,17.8,,2,230
105,2019-09-21 1:00,18.1,,0.7,290
105,2019-09-21 2:00,17.7,,1.3,230
105,2019-09-21 3:00,17.7,,0.7,290
105,2019-09-21 4:00,17.7,,1.3,230
105,2019-09-21 5:00,17.7,,1.2,250
105,2019-09-21 6:00,17.9,,1.5,250
105,2019-09-21 7:00,17.9,,1.8,230
105,2019-09-21 8:00,18.3,,1.5,200
105,2019-09-21 9:00,18.9,,1.4,200
105,2019-09-21 10:00,20,,1.5,230
105,2019-09-21 11:00,21.3,,0.7,250
105,2019-09-21 12:00,21.5,,1,360
105,2019-09-21 13:00,21.1,,1.1,50
105,2019-09-21 14:00,20.8,0.1,1.4,360
105,2019-09-21 15:00,18.2,0.9,2.3,160
105,2019-09-21 16:00,17.4,1,2.2,230
105,2019-09-21 17:00,16.7,,1.8,200
105,2019-09-21 18:00,16.2,1,2.2,160
105,2019-09-21 19:00,16.1,2,0.9,200
105,2019-09-21 20:00,15.5,1.5,1.5,230
105,2019-09-21 21:00,15.4,1.5,0.7,270
105,2019-09-21 22:00,15.4,1,0.4,0
105,2019-09-21 23:00,15.2,3.5,0.7,270
105,2019-09-22 0:00,15.1,2.5,0.6,270
106,2019-09-16 1:00,16.1,,1.6,250
106,2019-09-16 2:00,15.4,,1.6,250
106,2019-09-16 3:00,15.2,,1.1,230
106,2019-09-16 4:00,15.6,,1.6,270
106,2019-09-16 5:00,15.2,,0.9,230
106,2019-09-16 6:00,15.7,,1.1,270
106,2019-09-16 7:00,15.5,,1.4,230
106,2019-09-16 8:00,17.7,,0.9,250
106,2019-09-16 9:00,19.2,,1.1,200
106,2019-09-16 10:00,20.2,,3.3,20
106,2019-09-16 11:00,21.3,,3.7,50
106,2019-09-16 12:00,22,,3.1,50
106,2019-09-16 13:00,21.8,,3.8,50
106,2019-09-16 14:00,21.5,,3,50
106,2019-09-16 15:00,21.4,,3.4,50
106,2019-09-16 16:00,21,,4.6,50
106,2019-09-16 17:00,20.6,,3.9,50
106,2019-09-16 18:00,19.6,,2.3,50
106,2019-09-16 19:00,18.5,,1.9,340
106,2019-09-16 20:00,17.9,,1.9,320
106,2019-09-16 21:00,16.4,,1.7,250
106,2019-09-16 22:00,15.8,,1.6,250
106,2019-09-16 23:00,15.4,,1.6,230
106,2019-09-17 0:00,15.2,,1.7,230
106,2019-09-17 1:00,14.6,,1.4,250
106,2019-09-17 2:00,14.4,,2,250
106,2019-09-17 3:00,14.8,,1.4,250
106,2019-09-17 4:00,14.8,,1.3,230
106,2019-09-17 5:00,15.3,,1,230
106,2019-09-17 6:00,15.2,,1.3,230
106,2019-09-17 7:00,16.1,,0.7,230
106,2019-09-17 8:00,19.3,,0.7,200
106,2019-09-17 9:00,20.9,,0.8,70
106,2019-09-17 10:00,21.5,,3,50
106,2019-09-17 11:00,22.2,,2.2,50
106,2019-09-17 12:00,21.5,,2.7,70
106,2019-09-17 13:00,21.4,,3,50
106,2019-09-17 14:00,21.7,,2.9,70
106,2019-09-17 15:00,21.5,,2.4,70
106,2019-09-17 16:00,21.5,,1.8,70
106,2019-09-17 17:00,20.9,,0.8,90
106,2019-09-17 18:00,20.2,,0.6,90
106,2019-09-17 19:00,20.2,,0.3,0
106,2019-09-17 20:00,19.8,,0.7,290
106,2019-09-17 21:00,19.6,,1.1,270
106,2019-09-17 22:00,18.8,,0,0
106,2019-09-17 23:00,18.5,,1.1,230
106,2019-09-18 0:00,18.5,,1.1,250
106,2019-09-18 1:00,18.6,,1.3,250
106,2019-09-18 2:00,18.1,,1,230
106,2019-09-18 3:00,18.2,,1.5,250
106,2019-09-18 4:00,18.1,,0.3,0
106,2019-09-18 5:00,18,,1.7,230
106,2019-09-18 6:00,17.5,,1.3,230
106,2019-09-18 7:00,17.8,,1.3,250
106,2019-09-18 8:00,20.2,,1.5,200
106,2019-09-18 9:00,23,,0.8,230
106,2019-09-18 10:00,25.2,,0.9,270
106,2019-09-18 11:00,24.7,,1.2,90
106,2019-09-18 12:00,24,,3,50
106,2019-09-18 13:00,22.5,,5.8,50
106,2019-09-18 14:00,21.6,,8.8,50
106,2019-09-18 15:00,21,,6,50
106,2019-09-18 16:00,20.6,,3.4,20
106,2019-09-18 17:00,20.1,0,2.8,20
106,2019-09-18 18:00,19.5,0,1.7,340
106,2019-09-18 19:00,18.6,0,0.8,320
106,2019-09-18 20:00,19,0,1.3,340
106,2019-09-18 21:00,19.3,,0.9,160
106,2019-09-18 22:00,19,0,0.4,0
106,2019-09-18 23:00,19.1,,0.9,90
106,2019-09-19 0:00,18.4,,0.1,0
106,2019-09-19 1:00,17.9,,0.4,0
106,2019-09-19 2:00,17.9,,0.8,270
106,2019-09-19 3:00,17.6,0,1.1,250
106,2019-09-19 4:00,17.4,0,1.1,200
106,2019-09-19 5:00,17.2,0,0.8,200
106,2019-09-19 6:00,16.7,,1,250
106,2019-09-19 7:00,16.3,0,1.2,270
106,2019-09-19 8:00,19,,1.2,230
106,2019-09-19 9:00,20.2,,1.7,200
106,2019-09-19 10:00,21.2,,2.8,160
106,2019-09-19 11:00,20.9,,3.9,160
106,2019-09-19 12:00,21.4,,3.7,160
106,2019-09-19 13:00,21.3,,4.2,160
106,2019-09-19 14:00,21,,5.1,160
106,2019-09-19 15:00,21.3,,4.1,160
106,2019-09-19 16:00,21,,4.2,160
106,2019-09-19 17:00,20,,3.4,160
106,2019-09-19 18:00,19.5,,1.7,180
106,2019-09-19 19:00,18.7,,1.3,320
106,2019-09-19 20:00,17.9,,0.8,230
106,2019-09-19 21:00,17.1,,1.3,270
106,2019-09-19 22:00,16,,2,270
106,2019-09-19 23:00,15.6,,1.1,250
106,2019-09-20 0:00,15.3,,1.5,250
106,2019-09-20 1:00,15.1,,1,230
106,2019-09-20 2:00,15,,1.6,250
106,2019-09-20 3:00,15.1,,1.9,270
106,2019-09-20 4:00,15.2,,1.5,250
106,2019-09-20 5:00,15.2,,1.2,250
106,2019-09-20 6:00,14.8,,1.4,250
106,2019-09-20 7:00,15.6,,1,230
106,2019-09-20 8:00,17.1,,0.9,270
106,2019-09-20 9:00,19.9,,0.6,250
106,2019-09-20 10:00,21.2,,1.3,160
106,2019-09-20 11:00,20.7,,1.9,160
106,2019-09-20 12:00,21.8,,1.7,160
106,2019-09-20 13:00,21.5,,2.8,160
106,2019-09-20 14:00,20.4,,2.1,160
106,2019-09-20 15:00,20.6,,2,160
106,2019-09-20 16:00,19.3,,1.4,180
106,2019-09-20 17:00,19.4,,1.1,270
106,2019-09-20 18:00,19.2,,0.7,230
106,2019-09-20 19:00,17.9,,1.3,270
106,2019-09-20 20:00,17.2,,0.8,270
106,2019-09-20 21:00,17.3,,1.3,270
106,2019-09-20 22:00,17,,1.6,270
106,2019-09-20 23:00,16.8,,1.6,270
106,2019-09-21 0:00,16.5,,1.3,250
106,2019-09-21 1:00,16.4,,1.4,270
106,2019-09-21 2:00,16.5,,1.1,250
106,2019-09-21 3:00,16.3,,1.1,250
106,2019-09-21 4:00,16.8,,1,230
106,2019-09-21 5:00,16.9,,1.2,270
106,2019-09-21 6:00,17.3,0,0.4,0
106,2019-09-21 7:00,17.8,0,0.7,290
106,2019-09-21 8:00,17.6,0,0.9,230
106,2019-09-21 9:00,18,0.1,1.1,250
106,2019-09-21 10:00,19.5,,0.2,0
106,2019-09-21 11:00,19.8,0,0.3,0
106,2019-09-21 12:00,19.3,0.2,0.6,20
106,2019-09-21 13:00,18.1,5,2.6,140
106,2019-09-21 14:00,16.6,3.2,3.3,250
106,2019-09-21 15:00,15.5,2,2.6,270
106,2019-09-21 16:00,15.6,1.5,1.5,230
106,2019-09-21 17:00,15.5,2.5,2.3,250
106,2019-09-21 18:00,14.7,3.4,2.6,270
106,2019-09-21 19:00,14.5,2.3,3.4,250
106,2019-09-21 20:00,14.3,2,1.3,230
106,2019-09-21 21:00,14.4,1.5,1.3,230
106,2019-09-21 22:00,14.5,2.7,2.5,270
106,2019-09-21 23:00,14.3,2.5,2.4,270
106,2019-09-22 0:00,14.4,1.5,1.8,250
108,2019-09-16 1:00,22.1,,1.7,340
108,2019-09-16 2:00,21.9,,2.1,340
108,2019-09-16 3:00,21.4,,1.9,340
108,2019-09-16 4:00,21.3,,2,360
108,2019-09-16 5:00,21.2,,1.3,360
108,2019-09-16 6:00,20.9,,0.6,340
108,2019-09-16 7:00,20.7,,1,360
108,2019-09-16 8:00,21.3,,1.7,320
108,2019-09-16 9:00,22.4,,1.3,230
108,2019-09-16 10:00,24.4,,1.4,320
108,2019-09-16 11:00,26.4,,4.1,340
108,2019-09-16 12:00,27.7,,3.3,340
108,2019-09-16 13:00,28.7,,3,360
108,2019-09-16 14:00,29.6,,2.5,340
108,2019-09-16 15:00,30.4,,2.3,360
108,2019-09-16 16:00,30.3,,1.9,340
108,2019-09-16 17:00,29.5,,3.7,290
108,2019-09-16 18:00,28,,3.6,290
108,2019-09-16 19:00,26.3,,2.9,290
108,2019-09-16 20:00,24.6,,1.8,320
108,2019-09-16 21:00,23.7,,1.8,360
108,2019-09-16 22:00,22.7,,2,360
108,2019-09-16 23:00,21.8,,2,360
108,2019-09-17 0:00,21.2,,2.6,360
108,2019-09-17 1:00,20.4,,1.6,360
108,2019-09-17 2:00,19.9,,2.5,360
108,2019-09-17 3:00,19.5,,2.6,360
108,2019-09-17 4:00,19.1,,2.5,360
108,2019-09-17 5:00,18.6,,2.6,360
108,2019-09-17 6:00,18.1,,3.2,360
108,2019-09-17 7:00,18.2,,3.2,360
108,2019-09-17 8:00,19.5,,2.1,360
108,2019-09-17 9:00,22.2,,2.9,360
108,2019-09-17 10:00,24.1,,2.5,360
108,2019-09-17 11:00,26.1,,2.2,360
108,2019-09-17 12:00,26.8,,1.7,360
108,2019-09-17 13:00,28.2,,1.9,20
108,2019-09-17 14:00,28.6,,1.6,140
108,2019-09-17 15:00,28.8,,1.7,70
108,2019-09-17 16:00,28.9,,1.8,320
108,2019-09-17 17:00,28.4,,2.3,290
108,2019-09-17 18:00,26.5,,4.1,270
108,2019-09-17 19:00,25.2,,2.8,290
108,2019-09-17 20:00,24.4,,0.4,0
108,2019-09-17 21:00,23.6,,0.7,290
108,2019-09-17 22:00,23,,0.5,360
108,2019-09-17 23:00,22.5,,0.3,0
108,2019-09-18 0:00,22.1,,2.1,200
108,2019-09-18 1:00,21.5,,1.9,230
108,2019-09-18 2:00,21.5,,2.4,230
108,2019-09-18 3:00,21.2,,2.7,230
108,2019-09-18 4:00,20.8,,2.6,250
108,2019-09-18 5:00,19.8,,1.2,200
108,2019-09-18 6:00,19.1,,3.1,230
108,2019-09-18 7:00,19,,3.4,250
108,2019-09-18 8:00,19.7,,3.6,230
108,2019-09-18 9:00,21.1,,4.6,250
108,2019-09-18 10:00,22.6,,3.5,270
108,2019-09-18 11:00,24,,3.1,270
108,2019-09-18 12:00,24.6,,3.1,230
108,2019-09-18 13:00,25.2,,3.6,230
108,2019-09-18 14:00,24.8,,4.4,230
108,2019-09-18 15:00,24.6,,4.8,250
108,2019-09-18 16:00,24.6,,3.9,230
108,2019-09-18 17:00,23.8,,3.4,250
108,2019-09-18 18:00,22.4,,2.6,250
108,2019-09-18 19:00,20.5,,2.7,270
108,2019-09-18 20:00,19.5,,4.1,250
108,2019-09-18 21:00,18.7,,3.3,270
108,2019-09-18 22:00,17.9,,3.1,250
108,2019-09-18 23:00,16.9,,0.3,0
108,2019-09-19 0:00,16,,1.4,230
108,2019-09-19 1:00,15.3,,0.5,270
108,2019-09-19 2:00,14.6,,1.3,320
108,2019-09-19 3:00,14.2,,1,200
108,2019-09-19 4:00,14.2,,1,320
108,2019-09-19 5:00,13.8,,2.6,360
108,2019-09-19 6:00,13.8,,1.9,20
108,2019-09-19 7:00,13.8,,1.6,320
108,2019-09-19 8:00,15.4,,1.1,50
108,2019-09-19 9:00,18.6,,1.7,20
108,2019-09-19 10:00,21,,2.3,340
108,2019-09-19 11:00,23,,1.7,20
108,2019-09-19 12:00,24,,0.9,50
108,2019-09-19 13:00,25.1,,0.8,200
108,2019-09-19 14:00,25.5,,2.4,270
108,2019-09-19 15:00,25.6,,2.7,270
108,2019-09-19 16:00,26,,3.1,230
108,2019-09-19 17:00,24.6,,2.1,290
108,2019-09-19 18:00,23,,2,250
108,2019-09-19 19:00,21.7,,3.5,270
108,2019-09-19 20:00,20.5,,3.1,270
108,2019-09-19 21:00,19.5,,0.7,290
108,2019-09-19 22:00,18.4,,1.4,230
108,2019-09-19 23:00,17.7,,0.9,230
108,2019-09-20 0:00,17.1,,0.9,290
108,2019-09-20 1:00,16.5,,1.1,230
108,2019-09-20 2:00,16.2,,0.4,0
108,2019-09-20 3:00,16,,1.2,20
108,2019-09-20 4:00,16.1,,1.4,360
108,2019-09-20 5:00,15.9,,1.8,360
108,2019-09-20 6:00,16.1,,1.6,320
108,2019-09-20 7:00,16,,1.4,340
108,2019-09-20 8:00,17,,2.7,340
108,2019-09-20 9:00,18.2,,1.6,360
108,2019-09-20 10:00,19.4,,2.1,340
108,2019-09-20 11:00,20.5,,2.7,360
108,2019-09-20 12:00,21.8,,2.4,340
108,2019-09-20 13:00,23.3,,2.7,360
108,2019-09-20 14:00,23.8,,2.1,360
108,2019-09-20 15:00,23.1,,3.2,360
108,2019-09-20 16:00,22.5,,3.1,340
108,2019-09-20 17:00,22,,1.9,360
108,2019-09-20 18:00,21.5,,2.8,360
108,2019-09-20 19:00,20.8,,2.1,360
108,2019-09-20 20:00,20.7,,2,360
108,2019-09-20 21:00,20.4,,2,360
108,2019-09-20 22:00,20.3,,1.9,360
108,2019-09-20 23:00,20,,2.3,20
108,2019-09-21 0:00,19.8,,2.4,360
108,2019-09-21 1:00,19.3,,2.5,340
108,2019-09-21 2:00,19.1,,1.5,340
108,2019-09-21 3:00,18.9,,2.4,360
108,2019-09-21 4:00,18.7,,2.1,360
108,2019-09-21 5:00,18.6,,2.2,360
108,2019-09-21 6:00,18.3,,1.9,360
108,2019-09-21 7:00,18.3,,2.2,360
108,2019-09-21 8:00,18.5,,2,360
108,2019-09-21 9:00,18.9,,1.5,360
108,2019-09-21 10:00,19.5,,1.4,20
108,2019-09-21 11:00,20.3,,1.7,360
108,2019-09-21 12:00,21,,1.6,360
108,2019-09-21 13:00,22.1,,2.4,360
108,2019-09-21 14:00,21.5,,2.9,340
108,2019-09-21 15:00,21.9,,2.5,20
108,2019-09-21 16:00,21.6,,1.4,70
108,2019-09-21 17:00,20.8,,2.4,90
108,2019-09-21 18:00,20.2,,1.8,70
108,2019-09-21 19:00,19.7,,2,90
108,2019-09-21 20:00,19.5,,1.9,20
108,2019-09-21 21:00,19.2,,1.7,20
108,2019-09-21 22:00,18.9,,1.8,360
108,2019-09-21 23:00,18.6,,1.2,360
108,2019-09-22 0:00,18.5,,1.6,50
112,2019-09-16 1:00,22.1,,2.4,20
112,2019-09-16 2:00,21.6,,2.4,50
112,2019-09-16 3:00,21.4,,1.6,50
112,2019-09-16 4:00,21.3,,1.5,50
112,2019-09-16 5:00,20.9,,3.5,20
112,2019-09-16 6:00,20.6,,3.3,20
112,2019-09-16 7:00,20.4,,2.5,20
112,2019-09-16 8:00,21,,3.7,20
112,2019-09-16 9:00,21.6,,3.4,20
112,2019-09-16 10:00,23.6,,3.4,50
112,2019-09-16 11:00,25.3,,4.1,50
112,2019-09-16 12:00,26.4,,3.3,50
112,2019-09-16 13:00,27.3,,3.8,50
112,2019-09-16 14:00,28.2,,3.1,50
112,2019-09-16 15:00,28.5,,2.7,20
112,2019-09-16 16:00,28.5,,3.9,20
112,2019-09-16 17:00,27.9,,5.4,20
112,2019-09-16 18:00,27.2,,4.1,20
112,2019-09-16 19:00,26.2,,3.1,20
112,2019-09-16 20:00,25.3,,2.5,20
112,2019-09-16 21:00,24.7,,2.6,360
112,2019-09-16 22:00,23.8,,3.5,20
112,2019-09-16 23:00,23.3,,3.5,20
112,2019-09-17 0:00,22.4,,2.7,20
112,2019-09-17 1:00,22.2,,1.8,90
112,2019-09-17 2:00,21.9,,2.5,70
112,2019-09-17 3:00,21.7,,2.2,90
112,2019-09-17 4:00,21.1,,1.7,70
112,2019-09-17 5:00,20.6,,2.2,90
112,2019-09-17 6:00,20.1,,2.7,110
112,2019-09-17 7:00,20.5,,2.4,110
112,2019-09-17 8:00,22.1,,2.7,110
112,2019-09-17 9:00,24,,2,110
112,2019-09-17 10:00,25.7,,3.3,140
112,2019-09-17 11:00,25.8,,3.6,160
112,2019-09-17 12:00,27.2,,1.7,140
112,2019-09-17 13:00,27.9,,1.4,360
112,2019-09-17 14:00,27.2,,3.5,290
112,2019-09-17 15:00,27.1,,2.4,270
112,2019-09-17 16:00,26.9,,2.4,340
112,2019-09-17 17:00,26.6,,4.2,340
112,2019-09-17 18:00,25.2,,3.5,340
112,2019-09-17 19:00,24.4,,4,360
112,2019-09-17 20:00,23.7,,2.8,20
112,2019-09-17 21:00,23.3,,2.6,20
112,2019-09-17 22:00,23.1,,2.3,20
112,2019-09-17 23:00,22.9,,2.1,360
112,2019-09-18 0:00,22.5,,1.6,360
112,2019-09-18 1:00,22.1,,2.2,360
112,2019-09-18 2:00,21.9,,3,360
112,2019-09-18 3:00,21.5,,4,20
112,2019-09-18 4:00,20.8,,4,20
112,2019-09-18 5:00,19.9,,2.8,20
112,2019-09-18 6:00,19.9,,4.2,20
112,2019-09-18 7:00,19.9,,3.9,20
112,2019-09-18 8:00,20.8,,3.1,20
112,2019-09-18 9:00,21.7,,3.9,20
112,2019-09-18 10:00,22.4,,3.9,360
112,2019-09-18 11:00,23.2,,4.3,360
112,2019-09-18 12:00,23.3,,4.6,360
112,2019-09-18 13:00,22.8,,6,340
112,2019-09-18 14:00,23,,5.5,340
112,2019-09-18 15:00,22.9,,6,340
112,2019-09-18 16:00,22.5,,4.4,20
112,2019-09-18 17:00,22,,5.2,360
112,2019-09-18 18:00,20.9,,5.8,20
112,2019-09-18 19:00,19.7,,4.8,360
112,2019-09-18 20:00,18.9,,5.8,20
112,2019-09-18 21:00,18.1,,5.6,20
112,2019-09-18 22:00,17.3,,4.7,360
112,2019-09-18 23:00,16.4,,4.1,20
112,2019-09-19 0:00,15.9,,3.2,20
112,2019-09-19 1:00,15.5,,3.4,20
112,2019-09-19 2:00,15.3,,4,50
112,2019-09-19 3:00,14.8,,3.3,20
112,2019-09-19 4:00,14.4,,3,20
112,2019-09-19 5:00,14.2,,2.8,50
112,2019-09-19 6:00,14.3,,3.2,50
112,2019-09-19 7:00,14.3,,2.7,20
112,2019-09-19 8:00,16.1,,1.9,50
112,2019-09-19 9:00,18.3,,1.5,50
112,2019-09-19 10:00,21.2,,1.9,70
112,2019-09-19 11:00,22,,2.5,340
112,2019-09-19 12:00,22.7,,2.9,340
112,2019-09-19 13:00,22.9,,3.3,360
112,2019-09-19 14:00,23.6,,3.8,340
112,2019-09-19 15:00,24,,3.7,340
112,2019-09-19 16:00,23.9,,3.8,340
112,2019-09-19 17:00,23.2,,3.9,340
112,2019-09-19 18:00,22.3,,4.1,360
112,2019-09-19 19:00,21.3,,4.2,20
112,2019-09-19 20:00,20.1,,3.9,20
112,2019-09-19 21:00,19.2,,3.6,20
112,2019-09-19 22:00,18.7,,3.7,20
112,2019-09-19 23:00,18.2,,3.5,20
112,2019-09-20 0:00,17.8,,2.5,20
112,2019-09-20 1:00,17.3,,2.6,20
112,2019-09-20 2:00,16.9,,3.1,20
112,2019-09-20 3:00,16.5,,2.3,20
112,2019-09-20 4:00,16.4,,2.8,20
112,2019-09-20 5:00,16.4,,3.1,50
112,2019-09-20 6:00,16.1,,1.6,50
112,2019-09-20 7:00,16.1,,2.3,20
112,2019-09-20 8:00,16.7,,2.2,50
112,2019-09-20 9:00,18.1,,1.4,70
112,2019-09-20 10:00,19.2,,2.1,70
112,2019-09-20 11:00,20.4,,2.2,90
112,2019-09-20 12:00,21.4,,3.3,90
112,2019-09-20 13:00,22.7,,3,90
112,2019-09-20 14:00,22.9,,3.2,110
112,2019-09-20 15:00,23.3,,2.3,90
112,2019-09-20 16:00,22.7,,2.7,70
112,2019-09-20 17:00,22.6,,4.1,70
112,2019-09-20 18:00,22.2,,4.1,90
112,2019-09-20 19:00,21.7,,2.4,110
112,2019-09-20 20:00,21.4,,2.2,110
112,2019-09-20 21:00,21,,1.7,140
112,2019-09-20 22:00,21,,2.9,90
112,2019-09-20 23:00,20.9,,3.2,110
112,2019-09-21 0:00,20.6,,2.8,140
112,2019-09-21 1:00,20.5,,2.7,90
112,2019-09-21 2:00,19.9,,2.1,50
112,2019-09-21 3:00,20,,3.4,90
112,2019-09-21 4:00,19.9,,3.5,70
112,2019-09-21 5:00,19.8,,2.7,90
112,2019-09-21 6:00,19.7,,3.7,90
112,2019-09-21 7:00,19.7,0,2.6,70
112,2019-09-21 8:00,19.6,0,3.3,90
112,2019-09-21 9:00,19.9,0,3,50
112,2019-09-21 10:00,20.1,,2.4,70
112,2019-09-21 11:00,20.8,,2.3,90
112,2019-09-21 12:00,21.3,,3.1,90
112,2019-09-21 13:00,22.2,,1.7,50
112,2019-09-21 14:00,21.3,,2,50
112,2019-09-21 15:00,22.5,,1.5,140
112,2019-09-21 16:00,21.9,,2,140
112,2019-09-21 17:00,21.2,,2.7,160
112,2019-09-21 18:00,20.5,,3.2,160
112,2019-09-21 19:00,19.9,,2.8,140
112,2019-09-21 20:00,19.6,,1.4,160
112,2019-09-21 21:00,19.6,,2.4,110
112,2019-09-21 22:00,19.3,,1.9,140
112,2019-09-21 23:00,19.2,,1.7,90
112,2019-09-22 0:00,18.8,,1.5,180
114,2019-09-16 1:00,20.1,,0,0
114,2019-09-16 2:00,20.3,,0.7,50
114,2019-09-16 3:00,19.8,,1.6,20
114,2019-09-16 4:00,19.4,,0,0
114,2019-09-16 5:00,19.6,,0.1,0
114,2019-09-16 6:00,19.1,,0,0
114,2019-09-16 7:00,19.3,,0,0
114,2019-09-16 8:00,19.8,,0.4,0
114,2019-09-16 9:00,22.2,,1.5,20
114,2019-09-16 10:00,23.6,,1.3,360
114,2019-09-16 11:00,24.3,,1.1,360
114,2019-09-16 12:00,26,,2.1,20
114,2019-09-16 13:00,26.9,,1,110
114,2019-09-16 14:00,27.2,,1.7,320
114,2019-09-16 15:00,27.9,,1.3,360
114,2019-09-16 16:00,27.1,,1.8,20
114,2019-09-16 17:00,27.6,,2,20
114,2019-09-16 18:00,26.3,,2.5,20
114,2019-09-16 19:00,24.6,,0.4,0
114,2019-09-16 20:00,22.7,,1.3,50
114,2019-09-16 21:00,21.3,,0.6,340
114,2019-09-16 22:00,19.4,,0.8,90
114,2019-09-16 23:00,17.9,,0,0
114,2019-09-17 0:00,17.4,,0.5,50
114,2019-09-17 1:00,16.5,,0.4,0
114,2019-09-17 2:00,16,,0,0
114,2019-09-17 3:00,15,,0.1,0
114,2019-09-17 4:00,14.7,,0,0
114,2019-09-17 5:00,14.2,,0,0
114,2019-09-17 6:00,13.7,,0,0
114,2019-09-17 7:00,14.3,,0.1,0
114,2019-09-17 8:00,16.2,,0.2,0
114,2019-09-17 9:00,18.5,,1.2,50
114,2019-09-17 10:00,21.7,,1.1,20
114,2019-09-17 11:00,24.2,,1.7,340
114,2019-09-17 12:00,25.5,,1,250
114,2019-09-17 13:00,26.3,,1.5,340
114,2019-09-17 14:00,26.9,,1.1,20
114,2019-09-17 15:00,27.1,,2.4,320
114,2019-09-17 16:00,27.5,,1.3,320
114,2019-09-17 17:00,26.3,,1.2,270
114,2019-09-17 18:00,25.8,,1.7,290
114,2019-09-17 19:00,24.3,,0.3,0
114,2019-09-17 20:00,22.5,,1.1,90
114,2019-09-17 21:00,21.5,,0.5,110
114,2019-09-17 22:00,21.1,,0.8,110
114,2019-09-17 23:00,21,,0.9,110
114,2019-09-18 0:00,20.4,,0.1,0
114,2019-09-18 1:00,20.1,,0,0
114,2019-09-18 2:00,19.7,,0.5,110
114,2019-09-18 3:00,19.2,,0.4,0
114,2019-09-18 4:00,18.8,,0,0
114,2019-09-18 5:00,18.4,,1.2,20
114,2019-09-18 6:00,17.5,,0.6,290
114,2019-09-18 7:00,17.5,,0.2,0
114,2019-09-18 8:00,18.7,,0.2,0
114,2019-09-18 9:00,21,,0.1,0
114,2019-09-18 10:00,23.6,,0.8,230
114,2019-09-18 11:00,24.8,,1.6,290
114,2019-09-18 12:00,25,,0.9,290
114,2019-09-18 13:00,26.1,,2.3,250
114,2019-09-18 14:00,25.9,,2.9,270
114,2019-09-18 15:00,26.5,,2.5,290
114,2019-09-18 16:00,26,,2.6,290
114,2019-09-18 17:00,25.5,,1.8,270
114,2019-09-18 18:00,24.6,,1.5,290
114,2019-09-18 19:00,22.2,,1.1,230
114,2019-09-18 20:00,20.1,,0.8,140
114,2019-09-18 21:00,18.8,,0.3,0
114,2019-09-18 22:00,18,,0.2,0
114,2019-09-18 23:00,17,,0.4,0
114,2019-09-19 0:00,16.3,,0,0
114,2019-09-19 1:00,15.9,,0.2,0
114,2019-09-19 2:00,15.2,,0,0
114,2019-09-19 3:00,14.7,,0.3,0
114,2019-09-19 4:00,14.5,,0,0
114,2019-09-19 5:00,13.9,,0.4,0
114,2019-09-19 6:00,14,,0.4,0
114,2019-09-19 7:00,14.2,,0,0
114,2019-09-19 8:00,15.5,,0.2,0
114,2019-09-19 9:00,17.3,,0.9,340
114,2019-09-19 10:00,20,,0.6,360
114,2019-09-19 11:00,21.9,,1,270
114,2019-09-19 12:00,21.8,,1.1,290
114,2019-09-19 13:00,23.3,,1.6,340
114,2019-09-19 14:00,23.8,,1.2,90
114,2019-09-19 15:00,24,,1.6,270
114,2019-09-19 16:00,23.4,,1.3,290
114,2019-09-19 17:00,23.5,,1.4,250
114,2019-09-19 18:00,22.7,,1.6,230
114,2019-09-19 19:00,21.5,,0.9,200
114,2019-09-19 20:00,20.2,,1.3,110
114,2019-09-19 21:00,19.1,,0.9,90
114,2019-09-19 22:00,18.2,,0.3,0
114,2019-09-19 23:00,17.8,,0.9,20
114,2019-09-20 0:00,16.8,,0.7,70
114,2019-09-20 1:00,16.2,,0.8,20
114,2019-09-20 2:00,15.7,,0.4,0
114,2019-09-20 3:00,16,,0.8,20
114,2019-09-20 4:00,15.6,,0.9,20
114,2019-09-20 5:00,15.3,,0.2,0
114,2019-09-20 6:00,15.5,,0,0
114,2019-09-20 7:00,15.5,,0.1,0
114,2019-09-20 8:00,16,,0.2,0
114,2019-09-20 9:00,18.1,,0.4,0
114,2019-09-20 10:00,19.2,,1.6,20
114,2019-09-20 11:00,21.2,,0.9,70
114,2019-09-20 12:00,22.5,,0.5,250
114,2019-09-20 13:00,22.7,,0.2,0
114,2019-09-20 14:00,23.3,,0.5,200
114,2019-09-20 15:00,22.6,,0.8,110
114,2019-09-20 16:00,22.4,,1.3,110
114,2019-09-20 17:00,21.9,,0.7,140
